"Name","Period","lat","lng","age_min","age_max","age_mean","p_lng","p_lat","model"
"M,"Cenomanian",47.826,-0.025,100.5,93.9,97.2,5.4483,39.3856,"TorsvikCocks2017"
"M,"Cenomanian",47.826,-0.025,100.5,93.9,97.2,13.3984,38.2457,"MATTHEWS2016_pmag_ref"
"M,"Cenomanian",47.826,-0.025,100.5,93.9,97.2,15.8831,43.8693,"GOLONKA"
"M,"Cenomanian",47.826,-0.025,100.5,93.9,97.2,1.5833,36.8914,"PALEOMAP"
"La-Suze-sur-Sarthe (Pays de la Loire, France)","Cenomanian",47.899,0.014,100.5,93.9,97.2,15.6116,39.737,"MERDITH2021"
"La-Suze-sur-Sarthe (Pays de la Loire, France)","Cenomanian",47.899,0.014,100.5,93.9,97.2,5.4743,39.4605,"TorsvikCocks2017"
"La-Suze-sur-Sarthe (Pays de la Loire, France)","Cenomanian",47.899,0.014,100.5,93.9,97.2,13.4249,38.3204,"MATTHEWS2016_pmag_ref"
"La-Suze-sur-Sarthe (Pays de la Loire, France)","Cenomanian",47.899,0.014,100.5,93.9,97.2,15.9273,43.94,"GOLONKA"
"La-Suze-sur-Sarthe (Pays de la Loire, France)","Cenomanian",47.899,0.014,100.5,93.9,97.2,1.6133,36.9652,"PALEOMAP"
"R,"Cenomanian",47.903,0.072,100.5,93.9,97.2,15.662,39.742,"MERDITH2021"
"R,"Cenomanian",47.903,0.072,100.5,93.9,97.2,5.524,39.4677,"TorsvikCocks2017"
"R,"Cenomanian",47.903,0.072,100.5,93.9,97.2,13.4739,38.3272,"MATTHEWS2016_pmag_ref"
"R,"Cenomanian",47.903,0.072,100.5,93.9,97.2,15.9816,43.9409,"GOLONKA"
"R,"Cenomanian",47.903,0.072,100.5,93.9,97.2,1.6618,36.9704,"PALEOMAP"
"La Bazoge (Pays de la Loire, France)","Cenomanian",48.099,0.128,100.5,93.9,97.2,15.704,39.9389,"MERDITH2021"
"La Bazoge (Pays de la Loire, France)","Cenomanian",48.099,0.128,100.5,93.9,97.2,5.5515,39.6661,"TorsvikCocks2017"
"La Bazoge (Pays de la Loire, France)","Cenomanian",48.099,0.128,100.5,93.9,97.2,13.5032,38.5255,"MATTHEWS2016_pmag_ref"
"La Bazoge (Pays de la Loire, France)","Cenomanian",48.099,0.128,100.5,93.9,97.2,16.0551,44.1334,"GOLONKA"
"La Bazoge (Pays de la Loire, France)","Cenomanian",48.099,0.128,100.5,93.9,97.2,1.7012,37.1674,"PALEOMAP"
"Fessard (Pays de la Loire, France)","Cenomanian",47.827,0.137,100.5,93.9,97.2,15.7213,39.6672,"MERDITH2021"
"Fessard (Pays de la Loire, France)","Cenomanian",47.827,0.137,100.5,93.9,97.2,5.5884,39.3956,"TorsvikCocks2017"
"Fessard (Pays de la Loire, France)","Cenomanian",47.827,0.137,100.5,93.9,97.2,13.5365,38.2547,"MATTHEWS2016_pmag_ref"
"Fessard (Pays de la Loire, France)","Cenomanian",47.827,0.137,100.5,93.9,97.2,16.0336,43.8617,"GOLONKA"
"Fessard (Pays de la Loire, France)","Cenomanian",47.827,0.137,100.5,93.9,97.2,1.7192,36.8958,"PALEOMAP"
"Mansign,"Cenomanian",47.752,0.144,100.5,93.9,97.2,15.73,39.5923,"MERDITH2021"
"Mansign,"Cenomanian",47.752,0.144,100.5,93.9,97.2,5.6025,39.3212,"TorsvikCocks2017"
"Mansign,"Cenomanian",47.752,0.144,100.5,93.9,97.2,13.5495,38.1802,"MATTHEWS2016_pmag_ref"
"Mansign,"Cenomanian",47.752,0.144,100.5,93.9,97.2,16.0319,43.7866,"GOLONKA"
"Mansign,"Cenomanian",47.752,0.144,100.5,93.9,97.2,1.728,36.8209,"PALEOMAP"
"Monc,"Cenomanian",47.89,0.185,100.5,93.9,97.2,15.7609,39.731,"MERDITH2021"
"Monc,"Cenomanian",47.89,0.185,100.5,93.9,97.2,5.6232,39.461,"TorsvikCocks2017"
"Monc,"Cenomanian",47.89,0.185,100.5,93.9,97.2,13.5715,38.3199,"MATTHEWS2016_pmag_ref"
"Monc,"Cenomanian",47.89,0.185,100.5,93.9,97.2,16.085,43.922,"GOLONKA"
"Monc,"Cenomanian",47.89,0.185,100.5,93.9,97.2,1.7571,36.9597,"PALEOMAP"
"La Buzinie (Nouvelle-Aquitaine, France)","Cenomanian",45.705,0.194,100.5,93.9,97.2,15.8429,37.5469,"MERDITH2021"
"La Buzinie (Nouvelle-Aquitaine, France)","Cenomanian",45.705,0.194,100.5,93.9,97.2,5.8583,37.2838,"TorsvikCocks2017"
"La Buzinie (Nouvelle-Aquitaine, France)","Cenomanian",45.705,0.194,100.5,93.9,97.2,13.7794,36.1411,"MATTHEWS2016_pmag_ref"
"La Buzinie (Nouvelle-Aquitaine, France)","Cenomanian",45.705,0.194,100.5,93.9,97.2,15.8628,41.7431,"GOLONKA"
"La Buzinie (Nouvelle-Aquitaine, France)","Cenomanian",45.705,0.194,100.5,93.9,97.2,1.8472,34.7759,"PALEOMAP"
","Cenomanian",47.81,0.26,100.5,93.9,97.2,15.8291,39.6524,"MERDITH2021"
","Cenomanian",47.81,0.26,100.5,93.9,97.2,5.6967,39.3854,"TorsvikCocks2017"
","Cenomanian",47.81,0.26,100.5,93.9,97.2,13.643,38.2438,"MATTHEWS2016_pmag_ref"
","Cenomanian",47.81,0.26,100.5,93.9,97.2,16.1459,43.8383,"GOLONKA"
","Cenomanian",47.81,0.26,100.5,93.9,97.2,1.8231,36.8813,"PALEOMAP"
"Scorb,"Cenomanian",46.801,0.387,100.5,93.9,97.2,15.9754,38.6461,"MERDITH2021"
"Scorb,"Cenomanian",46.801,0.387,100.5,93.9,97.2,5.914,38.387,"TorsvikCocks2017"
"Scorb,"Cenomanian",46.801,0.387,100.5,93.9,97.2,13.8459,37.2439,"MATTHEWS2016_pmag_ref"
"Scorb,"Cenomanian",46.801,0.387,100.5,93.9,97.2,16.156,42.8256,"GOLONKA"
"Scorb,"Cenomanian",46.801,0.387,100.5,93.9,97.2,1.9693,35.8755,"PALEOMAP"
"Ch,"Cenomanian",46.832,0.541,100.5,93.9,97.2,16.1092,38.68,"MERDITH2021"
"Ch,"Cenomanian",46.832,0.541,100.5,93.9,97.2,6.0447,38.4266,"TorsvikCocks2017"
"Ch,"Cenomanian",46.832,0.541,100.5,93.9,97.2,13.9751,37.2826,"MATTHEWS2016_pmag_ref"
"Ch,"Cenomanian",46.832,0.541,100.5,93.9,97.2,16.3026,42.8484,"GOLONKA"
"Ch,"Cenomanian",46.832,0.541,100.5,93.9,97.2,2.0981,35.9098,"PALEOMAP"
"Saint-Cyprien (Nouvelle-Aquitaine, France)","Cenomanian",44.875,1.077,100.5,93.9,97.2,16.6503,36.7342,"MERDITH2021"
"Saint-Cyprien (Nouvelle-Aquitaine, France)","Cenomanian",44.875,1.077,100.5,93.9,97.2,6.7169,36.507,"TorsvikCocks2017"
"Saint-Cyprien (Nouvelle-Aquitaine, France)","Cenomanian",44.875,1.077,100.5,93.9,97.2,14.6175,35.3588,"MATTHEWS2016_pmag_ref"
"Saint-Cyprien (Nouvelle-Aquitaine, France)","Cenomanian",44.875,1.077,100.5,93.9,97.2,16.6047,40.8689,"GOLONKA"
"Saint-Cyprien (Nouvelle-Aquitaine, France)","Cenomanian",44.875,1.077,100.5,93.9,97.2,2.6314,33.9661,"PALEOMAP"
"Veyrines (Nouvelle-Aquitaine, France)","Cenomanian",44.803,1.08,100.5,93.9,97.2,16.6555,36.6623,"MERDITH2021"
"Veyrines (Nouvelle-Aquitaine, France)","Cenomanian",44.803,1.08,100.5,93.9,97.2,6.7269,36.4355,"TorsvikCocks2017"
"Veyrines (Nouvelle-Aquitaine, France)","Cenomanian",44.803,1.08,100.5,93.9,97.2,14.6267,35.2871,"MATTHEWS2016_pmag_ref"
"Veyrines (Nouvelle-Aquitaine, France)","Cenomanian",44.803,1.08,100.5,93.9,97.2,16.6005,40.797,"GOLONKA"
"Veyrines (Nouvelle-Aquitaine, France)","Cenomanian",44.803,1.08,100.5,93.9,97.2,2.6369,33.8942,"PALEOMAP"
"Simeyrols (Nouvelle-Aquitaine, France)","Cenomanian",44.923,1.339,100.5,93.9,97.2,16.8801,36.7876,"MERDITH2021"
"Simeyrols (Nouvelle-Aquitaine, France)","Cenomanian",44.923,1.339,100.5,93.9,97.2,6.9421,36.5702,"TorsvikCocks2017"
"Simeyrols (Nouvelle-Aquitaine, France)","Cenomanian",44.923,1.339,100.5,93.9,97.2,14.8401,35.4205,"MATTHEWS2016_pmag_ref"
"Simeyrols (Nouvelle-Aquitaine, France)","Cenomanian",44.923,1.339,100.5,93.9,97.2,16.8542,40.9032,"GOLONKA"
"Simeyrols (Nouvelle-Aquitaine, France)","Cenomanian",44.923,1.339,100.5,93.9,97.2,2.8532,34.0204,"PALEOMAP"
"Fourtou (Occitanie, France)","Cenomanian",42.903,2.429,100.5,93.9,97.2,17.9239,34.7926,"MERDITH2021"
"Fourtou (Occitanie, France)","Cenomanian",42.903,2.429,100.5,93.9,97.2,8.6098,32.89,"TorsvikCocks2017"
"Fourtou (Occitanie, France)","Cenomanian",42.903,2.429,100.5,93.9,97.2,15.9764,33.4663,"MATTHEWS2016_pmag_ref"
"Fourtou (Occitanie, France)","Cenomanian",42.903,2.429,100.5,93.9,97.2,17.6869,38.8323,"GOLONKA"
"Fourtou (Occitanie, France)","Cenomanian",42.903,2.429,100.5,93.9,97.2,3.8764,32.0302,"PALEOMAP"
"Schliersee (Bavaria, Germany)","Cenomanian",47.717,11.878,100.5,93.9,97.2,25.9825,39.9154,"MERDITH2021"
"Schliersee (Bavaria, Germany)","Cenomanian",47.717,11.878,100.5,93.9,97.2,15.8078,40.0876,"TorsvikCocks2017"
"Schliersee (Bavaria, Germany)","Cenomanian",47.717,11.878,100.5,93.9,97.2,23.5929,38.8954,"MATTHEWS2016_pmag_ref"
"Schliersee (Bavaria, Germany)","Cenomanian",47.717,11.878,100.5,93.9,97.2,26.8804,43.213,"GOLONKA"
"Schliersee (Bavaria, Germany)","Cenomanian",47.717,11.878,100.5,93.9,97.2,13.878,30.5295,"PALEOMAP"
"Nov,"Cenomanian",50.133,13.91,100.5,93.9,97.2,27.5328,42.4168,"MERDITH2021"
"Nov,"Cenomanian",50.133,13.91,100.5,93.9,97.2,17.1686,42.652,"TorsvikCocks2017"
"Nov,"Cenomanian",50.133,13.91,100.5,93.9,97.2,24.9427,41.4557,"MATTHEWS2016_pmag_ref"
"Nov,"Cenomanian",50.133,13.91,100.5,93.9,97.2,28.9369,45.5495,"GOLONKA"
"Nov,"Cenomanian",50.133,13.91,100.5,93.9,97.2,13.0344,39.7385,"PALEOMAP"
"K?i,"Cenomanian",50.708,14.856,100.5,93.9,97.2,28.2926,43.0351,"MERDITH2021"
"K?i,"Cenomanian",50.708,14.856,100.5,93.9,97.2,17.8804,43.3021,"TorsvikCocks2017"
"K?i,"Cenomanian",50.708,14.856,100.5,93.9,97.2,25.6442,42.104,"MATTHEWS2016_pmag_ref"
"K?i,"Cenomanian",50.708,14.856,100.5,93.9,97.2,29.846,46.0904,"GOLONKA"
"K?i,"Cenomanian",50.708,14.856,100.5,93.9,97.2,13.7494,40.3666,"PALEOMAP"
"Nov,"Cenomanian",49.114,16.31,100.5,93.9,97.2,29.7218,41.5188,"MERDITH2021"
"Nov,"Cenomanian",49.114,16.31,100.5,93.9,97.2,19.4341,41.85,"TorsvikCocks2017"
"Nov,"Cenomanian",49.114,16.31,100.5,93.9,97.2,27.1631,40.6485,"MATTHEWS2016_pmag_ref"
"Nov,"Cenomanian",49.114,16.31,100.5,93.9,97.2,31.0562,44.4496,"GOLONKA"
"Nov,"Cenomanian",49.114,16.31,100.5,93.9,97.2,15.1584,38.8701,"PALEOMAP"
"Valchov (South Moravian, Czech Republic)","Cenomanian",49.483,16.712,100.5,93.9,97.2,30.0323,41.9075,"MERDITH2021"
"Valchov (South Moravian, Czech Republic)","Cenomanian",49.483,16.712,100.5,93.9,97.2,19.7156,42.2516,"TorsvikCocks2017"
"Valchov (South Moravian, Czech Republic)","Cenomanian",49.483,16.712,100.5,93.9,97.2,27.4408,41.0495,"MATTHEWS2016_pmag_ref"
"Valchov (South Moravian, Czech Republic)","Cenomanian",49.483,16.712,100.5,93.9,97.2,31.4499,44.8051,"GOLONKA"
"Valchov (South Moravian, Czech Republic)","Cenomanian",49.483,16.712,100.5,93.9,97.2,15.4473,39.2633,"PALEOMAP"
"Agdzhakend (Goranboy District, Azerbaijan)","Cenomanian",40.404,46.494,100.5,93.9,97.2,58.0777,35.3327,"MERDITH2021"
"Agdzhakend (Goranboy District, Azerbaijan)","Cenomanian",40.404,46.494,100.5,93.9,97.2,55.804,35.702,"MATTHEWS2016_pmag_ref"
"Agdzhakend (Goranboy District, Azerbaijan)","Cenomanian",40.404,46.494,100.5,93.9,97.2,58.7297,35.3714,"GOLONKA"
"Agdzhakend (Goranboy District, Azerbaijan)","Cenomanian",40.404,46.494,100.5,93.9,97.2,42.8652,33.3877,"PALEOMAP"
"Nizhnyaya Agapa (Krasnoyarsk Krai, Russia Federation)","Cenomanian",70.165,86.818,100.5,93.9,97.2,81.1457,69.2525,"MERDITH2021"
"Nizhnyaya Agapa (Krasnoyarsk Krai, Russia Federation)","Cenomanian",70.165,86.818,100.5,93.9,97.2,69.4056,71.3704,"TorsvikCocks2017"
"Nizhnyaya Agapa (Krasnoyarsk Krai, Russia Federation)","Cenomanian",70.165,86.818,100.5,93.9,97.2,74.6361,70.4943,"MATTHEWS2016_pmag_ref"
"Nizhnyaya Agapa (Krasnoyarsk Krai, Russia Federation)","Cenomanian",70.165,86.818,100.5,93.9,97.2,90.9009,66.4109,"GOLONKA"
"Nizhnyaya Agapa (Krasnoyarsk Krai, Russia Federation)","Cenomanian",70.165,86.818,100.5,93.9,97.2,60.7778,68.1231,"PALEOMAP"
"Nam Sakhaw (Sagaing, Myanmar)","Cenomanian",25.672,95.916,100.5,93.9,97.2,107.6364,17.5263,"MERDITH2021"
"Nam Sakhaw (Sagaing, Myanmar)","Cenomanian",25.672,95.916,100.5,93.9,97.2,99.9657,19.2767,"TorsvikCocks2017"
"Nam Sakhaw (Sagaing, Myanmar)","Cenomanian",25.672,95.916,100.5,93.9,97.2,106.7063,19.6868,"MATTHEWS2016_pmag_ref"
"Nam Sakhaw (Sagaing, Myanmar)","Cenomanian",25.672,95.916,100.5,93.9,97.2,105.8769,7.3478,"GOLONKA"
"Lajamaw (Kachin, Myanmar)","Cenomanian",26.249,96.467,100.5,93.9,97.2,107.9173,18.2383,"MERDITH2021"
"Lajamaw (Kachin, Myanmar)","Cenomanian",26.249,96.467,100.5,93.9,97.2,100.2574,19.9859,"TorsvikCocks2017"
"Lajamaw (Kachin, Myanmar)","Cenomanian",26.249,96.467,100.5,93.9,97.2,106.9724,20.405,"MATTHEWS2016_pmag_ref"
"Lajamaw (Kachin, Myanmar)","Cenomanian",26.249,96.467,100.5,93.9,97.2,105.5932,8.0545,"GOLONKA"
"Ladummaw (Kachin, Myanmar)","Cenomanian",26.189,96.468,100.5,93.9,97.2,107.94,18.1823,"MERDITH2021"
"Ladummaw (Kachin, Myanmar)","Cenomanian",26.189,96.468,100.5,93.9,97.2,100.2797,19.9296,"TorsvikCocks2017"
"Ladummaw (Kachin, Myanmar)","Cenomanian",26.189,96.468,100.5,93.9,97.2,106.9968,20.3496,"MATTHEWS2016_pmag_ref"
"Ladummaw (Kachin, Myanmar)","Cenomanian",26.189,96.468,100.5,93.9,97.2,105.6474,8.0275,"GOLONKA"
"Noije Bum (Kachin, Myanmar)","Cenomanian",26.25,96.551,100.5,93.9,97.2,107.9915,18.2652,"MERDITH2021"
"Noije Bum (Kachin, Myanmar)","Cenomanian",26.25,96.551,100.5,93.9,97.2,100.3326,20.012,"TorsvikCocks2017"
"Noije Bum (Kachin, Myanmar)","Cenomanian",26.25,96.551,100.5,93.9,97.2,107.0468,20.4336,"MATTHEWS2016_pmag_ref"
"Noije Bum (Kachin, Myanmar)","Cenomanian",26.25,96.551,100.5,93.9,97.2,105.6275,8.1217,"GOLONKA"
"Khanjamaw  (Kachin, Myanmar)","Cenomanian",26.264,96.56,100.5,93.9,97.2,107.9943,18.2811,"MERDITH2021"
"Khanjamaw  (Kachin, Myanmar)","Cenomanian",26.264,96.56,100.5,93.9,97.2,100.3357,20.0279,"TorsvikCocks2017"
"Khanjamaw  (Kachin, Myanmar)","Cenomanian",26.264,96.56,100.5,93.9,97.2,107.0493,20.4496,"MATTHEWS2016_pmag_ref"
"Khanjamaw  (Kachin, Myanmar)","Cenomanian",26.264,96.56,100.5,93.9,97.2,105.6187,8.1354,"GOLONKA"
"Angbamo (Kachin, Myanmar)","Cenomanian",26.267,96.594,100.5,93.9,97.2,108.0234,18.2944,"MERDITH2021"
"Angbamo (Kachin, Myanmar)","Cenomanian",26.267,96.594,100.5,93.9,97.2,100.3653,20.0409,"TorsvikCocks2017"
"Angbamo (Kachin, Myanmar)","Cenomanian",26.267,96.594,100.5,93.9,97.2,107.0784,20.4636,"MATTHEWS2016_pmag_ref"
"Angbamo (Kachin, Myanmar)","Cenomanian",26.267,96.594,100.5,93.9,97.2,105.6302,8.1638,"GOLONKA"
"Xipiugong (Kachin, Myanmar)","Cenomanian",26.322,96.68,100.5,93.9,97.2,103.867,27.4502,"MERDITH2021"
"Xipiugong (Kachin, Myanmar)","Cenomanian",26.322,96.68,100.5,93.9,97.2,100.423,20.1186,"TorsvikCocks2017"
"Xipiugong (Kachin, Myanmar)","Cenomanian",26.322,96.68,100.5,93.9,97.2,102.5866,29.5149,"MATTHEWS2016_pmag_ref"
"Xipiugong (Kachin, Myanmar)","Cenomanian",26.322,96.68,100.5,93.9,97.2,105.6168,8.2576,"GOLONKA"
"Omalik River (Alaska, USA)","Late Albian",70.309,-159.808,113.2,93.9,103.55,-105.3885,82.3756,"MERDITH2021"
"Omalik River (Alaska, USA)","Late Albian",70.309,-159.808,113.2,93.9,103.55,-110.9818,81.8723,"TorsvikCocks2017"
"Omalik River (Alaska, USA)","Late Albian",70.309,-159.808,113.2,93.9,103.55,-98.4491,82.5565,"MATTHEWS2016_pmag_ref"
"Omalik River (Alaska, USA)","Late Albian",70.309,-159.808,113.2,93.9,103.55,-130.1338,78.8587,"GOLONKA"
"Omalik River (Alaska, USA)","Late Albian",70.309,-159.808,113.2,93.9,103.55,-92.3477,78.6391,"PALEOMAP"
"Kuk/Kaolak River (Alaska, USA)","Late Albian",70.121,-159.616,113.2,93.9,103.55,-105.2893,82.1772,"MERDITH2021"
"Kuk/Kaolak River (Alaska, USA)","Late Albian",70.121,-159.616,113.2,93.9,103.55,-110.9442,81.6734,"TorsvikCocks2017"
"Kuk/Kaolak River (Alaska, USA)","Late Albian",70.121,-159.616,113.2,93.9,103.55,-98.5357,82.3579,"MATTHEWS2016_pmag_ref"
"Kuk/Kaolak River (Alaska, USA)","Late Albian",70.121,-159.616,113.2,93.9,103.55,-129.6236,78.6863,"GOLONKA"
"Kuk/Kaolak River (Alaska, USA)","Late Albian",70.121,-159.616,113.2,93.9,103.55,-92.672,78.4509,"PALEOMAP"
"Killik Bend (Alaska, USA)","Late Albian",69.147,-153.249,113.2,93.9,103.55,-93.2659,80.5544,"MERDITH2021"
"Killik Bend (Alaska, USA)","Late Albian",69.147,-153.249,113.2,93.9,103.55,-99.9314,79.9973,"TorsvikCocks2017"
"Killik Bend (Alaska, USA)","Late Albian",69.147,-153.249,113.2,93.9,103.55,-87.6943,80.5439,"MATTHEWS2016_pmag_ref"
"Killik Bend (Alaska, USA)","Late Albian",69.147,-153.249,113.2,93.9,103.55,-118.0618,78.0304,"GOLONKA"
"Killik Bend (Alaska, USA)","Late Albian",69.147,-153.249,113.2,93.9,103.55,-87.3069,76.3319,"PALEOMAP"
"Jefferson County (Nebraska, USA)","Late Albian",40.03,-97.174,113.2,93.9,103.55,-46.8684,42.7919,"MERDITH2021"
"Jefferson County (Nebraska, USA)","Late Albian",40.03,-97.174,113.2,93.9,103.55,-54.9974,42.2514,"TorsvikCocks2017"
"Jefferson County (Nebraska, USA)","Late Albian",40.03,-97.174,113.2,93.9,103.55,-46.4492,42.1183,"MATTHEWS2016_pmag_ref"
"Jefferson County (Nebraska, USA)","Late Albian",40.03,-97.174,113.2,93.9,103.55,-50.2055,45.5588,"GOLONKA"
"Jefferson County (Nebraska, USA)","Late Albian",40.03,-97.174,113.2,93.9,103.55,-56.5846,37.5445,"PALEOMAP"
"Seward County (Nebraska, USA)","Late Albian",40.79,-96.964,113.2,93.9,103.55,-46.3645,43.476,"MERDITH2021"
"Seward County (Nebraska, USA)","Late Albian",40.79,-96.964,113.2,93.9,103.55,-54.5035,42.9377,"TorsvikCocks2017"
"Seward County (Nebraska, USA)","Late Albian",40.79,-96.964,113.2,93.9,103.55,-45.9358,42.7964,"MATTHEWS2016_pmag_ref"
"Seward County (Nebraska, USA)","Late Albian",40.79,-96.964,113.2,93.9,103.55,-49.7934,46.2806,"GOLONKA"
"Seward County (Nebraska, USA)","Late Albian",40.79,-96.964,113.2,93.9,103.55,-56.1216,38.2298,"PALEOMAP"
"Qeqertarsuatsiaq/Hare Island (Greenland)","Late Albian",70.422,-54.879,113.2,93.9,103.55,-0.0632,59.4766,"MERDITH2021"
"Qeqertarsuatsiaq/Hare Island (Greenland)","Late Albian",70.422,-54.879,113.2,93.9,103.55,-8.5442,59.6081,"TorsvikCocks2017"
"Qeqertarsuatsiaq/Hare Island (Greenland)","Late Albian",70.422,-54.879,113.2,93.9,103.55,-0.2981,58.5148,"MATTHEWS2016_pmag_ref"
"Qeqertarsuatsiaq/Hare Island (Greenland)","Late Albian",70.422,-54.879,113.2,93.9,103.55,-0.4585,65.1554,"GOLONKA"
"Qeqertarsuatsiaq/Hare Island (Greenland)","Late Albian",70.422,-54.879,113.2,93.9,103.55,-15.2876,56.1184,"PALEOMAP"
"San Claudio (Asturias, Spain)","Late Albian",43.353,-5.915,113.2,93.9,103.55,12.8933,35.526,"MERDITH2021"
"San Claudio (Asturias, Spain)","Late Albian",43.353,-5.915,113.2,93.9,103.55,5.1576,34.4633,"TorsvikCocks2017"
"San Claudio (Asturias, Spain)","Late Albian",43.353,-5.915,113.2,93.9,103.55,12.523,34.592,"MATTHEWS2016_pmag_ref"
"San Claudio (Asturias, Spain)","Late Albian",43.353,-5.915,113.2,93.9,103.55,14.2527,40.4125,"GOLONKA"
"San Claudio (Asturias, Spain)","Late Albian",43.353,-5.915,113.2,93.9,103.55,0.1531,32.3192,"PALEOMAP"
"La Manjoya (Asturias, Spain)","Late Albian",43.341,-5.861,113.2,93.9,103.55,12.9327,35.5004,"MERDITH2021"
"La Manjoya (Asturias, Spain)","Late Albian",43.341,-5.861,113.2,93.9,103.55,5.2018,34.4444,"TorsvikCocks2017"
"La Manjoya (Asturias, Spain)","Late Albian",43.341,-5.861,113.2,93.9,103.55,12.5622,34.5665,"MATTHEWS2016_pmag_ref"
"La Manjoya (Asturias, Spain)","Late Albian",43.341,-5.861,113.2,93.9,103.55,14.2932,40.3854,"GOLONKA"
"La Manjoya (Asturias, Spain)","Late Albian",43.341,-5.861,113.2,93.9,103.55,0.1925,32.2951,"PALEOMAP"
"Fonfr,"Late Albian",43.391,-4.266,113.2,93.9,103.55,14.2779,35.1235,"MERDITH2021"
"Fonfr,"Late Albian",43.391,-4.266,113.2,93.9,103.55,6.595,34.2882,"TorsvikCocks2017"
"Fonfr,"Late Albian",43.391,-4.266,113.2,93.9,103.55,13.8945,34.1952,"MATTHEWS2016_pmag_ref"
"Fonfr,"Late Albian",43.391,-4.266,113.2,93.9,103.55,15.7036,39.9548,"GOLONKA"
"Fonfr,"Late Albian",43.391,-4.266,113.2,93.9,103.55,1.5083,31.9705,"PALEOMAP"
"Ore,"Late Albian",43.392,-4.139,113.2,93.9,103.55,14.3835,35.091,"MERDITH2021"
"Ore,"Late Albian",43.392,-4.139,113.2,93.9,103.55,6.7052,34.2731,"TorsvikCocks2017"
"Ore,"Late Albian",43.392,-4.139,113.2,93.9,103.55,13.9992,34.1632,"MATTHEWS2016_pmag_ref"
"Ore,"Late Albian",43.392,-4.139,113.2,93.9,103.55,15.814,39.9179,"GOLONKA"
"Ore,"Late Albian",43.392,-4.139,113.2,93.9,103.55,1.6119,31.9422,"PALEOMAP"
"Cuch,"Late Albian",43.446,-4.016,113.2,93.9,103.55,14.5092,35.109,"MERDITH2021"
"Cuch,"Late Albian",43.446,-4.016,113.2,93.9,103.55,6.8231,34.3108,"TorsvikCocks2017"
"Cuch,"Late Albian",43.446,-4.016,113.2,93.9,103.55,14.1233,34.1817,"MATTHEWS2016_pmag_ref"
"Cuch,"Late Albian",43.446,-4.016,113.2,93.9,103.55,15.9491,39.9306,"GOLONKA"
"Cuch,"Late Albian",43.446,-4.016,113.2,93.9,103.55,1.7319,31.9651,"PALEOMAP"
"Somocueva (Cantabria, Spain)","Late Albian",43.47,-3.945,113.2,93.9,103.55,14.5785,35.1127,"MERDITH2021"
"Somocueva (Cantabria, Spain)","Late Albian",43.47,-3.945,113.2,93.9,103.55,-2.4195,42.6108,"TorsvikCocks2017"
"Somocueva (Cantabria, Spain)","Late Albian",43.47,-3.945,113.2,93.9,103.55,14.1919,34.1857,"MATTHEWS2016_pmag_ref"
"Somocueva (Cantabria, Spain)","Late Albian",43.47,-3.945,113.2,93.9,103.55,16.0232,39.9315,"GOLONKA"
"Somocueva (Cantabria, Spain)","Late Albian",43.47,-3.945,113.2,93.9,103.55,1.7985,31.9716,"PALEOMAP"
"Archingeay-Les Nouillers (Nouvelle-Aquitaine, France)","Late Albian",45.937,-0.697,113.2,93.9,103.55,18.4006,37.5498,"MERDITH2021"
"Archingeay-Les Nouillers (Nouvelle-Aquitaine, France)","Late Albian",45.937,-0.697,113.2,93.9,103.55,8.9521,37.7454,"TorsvikCocks2017"
"Archingeay-Les Nouillers (Nouvelle-Aquitaine, France)","Late Albian",45.937,-0.697,113.2,93.9,103.55,17.9513,36.6419,"MATTHEWS2016_pmag_ref"
"Archingeay-Les Nouillers (Nouvelle-Aquitaine, France)","Late Albian",45.937,-0.697,113.2,93.9,103.55,18.2209,42.5971,"GOLONKA"
"Archingeay-Les Nouillers (Nouvelle-Aquitaine, France)","Late Albian",45.937,-0.697,113.2,93.9,103.55,3.3799,34.7845,"PALEOMAP"
"Estercuel (Teruel, Spain)","Late Albian",40.855,-0.64,113.2,93.9,103.55,16.2275,31.8045,"MERDITH2021"
"Estercuel (Teruel, Spain)","Late Albian",40.855,-0.64,113.2,93.9,103.55,9.2501,31.3416,"TorsvikCocks2017"
"Estercuel (Teruel, Spain)","Late Albian",40.855,-0.64,113.2,93.9,103.55,15.8457,30.8853,"MATTHEWS2016_pmag_ref"
"Estercuel (Teruel, Spain)","Late Albian",40.855,-0.64,113.2,93.9,103.55,17.5559,36.5569,"GOLONKA"
"Estercuel (Teruel, Spain)","Late Albian",40.855,-0.64,113.2,93.9,103.55,3.5764,28.7338,"PALEOMAP"
"Logata (Krasnoyarsk Krai, Russia)","Late Albian",73.781,99.098,113.2,93.9,103.55,89.4005,74.0412,"MERDITH2021"
"Logata (Krasnoyarsk Krai, Russia)","Late Albian",73.781,99.098,113.2,93.9,103.55,80.2041,75.0929,"TorsvikCocks2017"
"Logata (Krasnoyarsk Krai, Russia)","Late Albian",73.781,99.098,113.2,93.9,103.55,85.8305,74.0197,"MATTHEWS2016_pmag_ref"
"Logata (Krasnoyarsk Krai, Russia)","Late Albian",73.781,99.098,113.2,93.9,103.55,103.651,70.2791,"GOLONKA"
"Logata (Krasnoyarsk Krai, Russia)","Late Albian",73.781,99.098,113.2,93.9,103.55,65.7003,73.0511,"PALEOMAP"
